"","Project","ErrorType","Class","Method","ViolatedRule","Object","Statement","Source.Code"
"154","com.greenaddress.greenbits_android_wallet.testnet_205.apk","ConstraintError","com.squareup.okhttp.internal.Util","okio.ByteString sha1(okio.ByteString)","violating CrySL rule for java.security.MessageDigest (on Object #bef0f7399aede51271fc2731adecc2158eb49218eeb54ebab0f18efaa5f51887)","First parameter (with value ""SHA-1"") should be any of {SHA-256, SHA-384, SHA-512}","$r1 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer46116)","https://github.com/greenaddress/GreenBits"
"155","com.greenaddress.greenbits_android_wallet.testnet_205.apk","IncompleteOperationError","com.google.common.collect.CompactHashMap","java.lang.Object put(java.lang.Object,java.lang.Object)","violating CrySL rule for java.security.MessageDigest (on Object #56dd8a97cd47054d2a3176f38ee012ed08a52dd06f2236701cf7d7b1d5fb1804)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$i0 = specialinvoke r0.<com.google.common.collect.CompactHashMap: int hashTableMask()>()","https://github.com/greenaddress/GreenBits"
"156","com.greenaddress.greenbits_android_wallet.testnet_205.apk","ConstraintError","com.squareup.okhttp.OkHttpClient","javax.net.ssl.SSLSocketFactory getDefaultSSLSocketFactory()","violating CrySL rule for javax.net.ssl.SSLContext (on Object #a8695fc3f6a0d900a971dd1a49fd790fa20e09afb455b578f6083ed329fa3da8)","First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r3 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer39892)","https://github.com/greenaddress/GreenBits"
"157","com.greenaddress.greenbits_android_wallet.testnet_205.apk","ConstraintError","io.netty.handler.ssl.util.SelfSignedCertificate","void <init>(java.lang.String,java.security.SecureRandom,int,java.util.Date,java.util.Date)","violating CrySL rule for java.security.KeyPairGenerator (on Object #b5db8cb09f6cf12847407540434acc25d68bdf9ffe7a67ad98852859b2cca8b8)","First parameter (with value 1024) should be any of {4096, 3072, 2048}","virtualinvoke $r6.<java.security.KeyPairGenerator: void initialize(int,java.security.SecureRandom)>($i0, $r3)","https://github.com/greenaddress/GreenBits"
"158","com.greenaddress.greenbits_android_wallet.testnet_205.apk","IncompleteOperationError","io.netty.util.collection.ByteObjectHashMap","java.lang.Object put(byte,java.lang.Object)","violating CrySL rule for java.security.MessageDigest (on Object #56dd8a97cd47054d2a3176f38ee012ed08a52dd06f2236701cf7d7b1d5fb1804)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$i4 = specialinvoke r0.<io.netty.util.collection.ByteObjectHashMap: int probeNext(int)>($i2)","https://github.com/greenaddress/GreenBits"
"159","com.greenaddress.greenbits_android_wallet.testnet_205.apk","IncompleteOperationError","io.netty.channel.DefaultChannelPipeline","java.lang.String generateName(io.netty.channel.ChannelHandler)","violating CrySL rule for java.security.MessageDigest (on Object #56dd8a97cd47054d2a3176f38ee012ed08a52dd06f2236701cf7d7b1d5fb1804)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","interfaceinvoke $r4.<java.util.Map: java.lang.Object put(java.lang.Object,java.lang.Object)>($r5, $r7)","https://github.com/greenaddress/GreenBits"
"160","com.greenaddress.greenbits_android_wallet.testnet_205.apk","IncompleteOperationError","io.netty.util.collection.IntObjectHashMap","java.lang.Object put(int,java.lang.Object)","violating CrySL rule for java.security.MessageDigest (on Object #56dd8a97cd47054d2a3176f38ee012ed08a52dd06f2236701cf7d7b1d5fb1804)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$i3 = specialinvoke r0.<io.netty.util.collection.IntObjectHashMap: int probeNext(int)>($i2)","https://github.com/greenaddress/GreenBits"
"161","com.greenaddress.greenbits_android_wallet.testnet_205.apk","IncompleteOperationError","io.netty.util.collection.LongObjectHashMap","java.lang.Object put(long,java.lang.Object)","violating CrySL rule for java.security.MessageDigest (on Object #56dd8a97cd47054d2a3176f38ee012ed08a52dd06f2236701cf7d7b1d5fb1804)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$i5 = specialinvoke r0.<io.netty.util.collection.LongObjectHashMap: int probeNext(int)>($i3)","https://github.com/greenaddress/GreenBits"
"162","com.greenaddress.greenbits_android_wallet.testnet_205.apk","IncompleteOperationError","io.netty.buffer.PooledByteBufAllocator","io.netty.buffer.ByteBuf newHeapBuffer(int,int)","violating CrySL rule for java.security.MessageDigest (on Object #56dd8a97cd47054d2a3176f38ee012ed08a52dd06f2236701cf7d7b1d5fb1804)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$r4 = (io.netty.buffer.PoolThreadCache) $r3","https://github.com/greenaddress/GreenBits"
"163","com.greenaddress.greenbits_android_wallet.testnet_205.apk","IncompleteOperationError","io.netty.channel.socket.nio.NioSocketChannel","void doWrite(io.netty.channel.ChannelOutboundBuffer)","violating CrySL rule for java.security.MessageDigest (on Object #56dd8a97cd47054d2a3176f38ee012ed08a52dd06f2236701cf7d7b1d5fb1804)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$r2 = virtualinvoke $r1.<io.netty.channel.ChannelOutboundBuffer: java.nio.ByteBuffer[] nioBuffers()>()","https://github.com/greenaddress/GreenBits"
"164","com.greenaddress.greenbits_android_wallet.testnet_205.apk","IncompleteOperationError","io.netty.channel.DefaultChannelPipeline","java.lang.String generateName(io.netty.channel.ChannelHandler)","violating CrySL rule for java.security.MessageDigest (on Object #56dd8a97cd47054d2a3176f38ee012ed08a52dd06f2236701cf7d7b1d5fb1804)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$r3 = interfaceinvoke $r4.<java.util.Map: java.lang.Object get(java.lang.Object)>($r5)","https://github.com/greenaddress/GreenBits"
"165","com.greenaddress.greenbits_android_wallet.testnet_205.apk","RequiredPredicateError","com.squareup.okhttp.OkHttpClient","javax.net.ssl.SSLSocketFactory getDefaultSSLSocketFactory()","violating CrySL rule for javax.net.ssl.SSLContext ","First parameter was not properly generated as generated Key Managers","virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer39889, varReplacer39889, varReplacer39889)","https://github.com/greenaddress/GreenBits"
"166","com.greenaddress.greenbits_android_wallet.testnet_205.apk","RequiredPredicateError","com.squareup.okhttp.OkHttpClient","javax.net.ssl.SSLSocketFactory getDefaultSSLSocketFactory()","violating CrySL rule for javax.net.ssl.SSLContext ","Third parameter was not properly generated as randomized","virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer39889, varReplacer39889, varReplacer39889)","https://github.com/greenaddress/GreenBits"
"167","com.greenaddress.greenbits_android_wallet.testnet_205.apk","IncompleteOperationError","io.netty.buffer.PooledByteBufAllocator","io.netty.buffer.ByteBuf newHeapBuffer(int,int)","violating CrySL rule for java.security.MessageDigest (on Object #56dd8a97cd47054d2a3176f38ee012ed08a52dd06f2236701cf7d7b1d5fb1804)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$r5 = virtualinvoke $r1.<io.netty.buffer.PoolArena: io.netty.buffer.PooledByteBuf allocate(io.netty.buffer.PoolThreadCache,int,int)>($r4, $i1, $i0)","https://github.com/greenaddress/GreenBits"
"168","com.lightning.walletapp_159.apk","TypestateError","com.lightning.walletapp.helper.AES$","scodec.bits.ByteVector dec(byte[],byte[],byte[])","violating CrySL rule for javax.crypto.Cipher (on Object #58857d00fc496466f21120699dd3d78b9a4b3e82da6598eadc0850cfe5695ed1)","Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD","$r1 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1)","https://github.com/btcontract/lnwallet"
"169","com.lightning.walletapp_159.apk","RequiredPredicateError","com.github.kevinsawicki.http.HttpRequest","javax.net.ssl.SSLSocketFactory getTrustedFactory()","violating CrySL rule for javax.net.ssl.SSLContext ","Third parameter was not properly generated as randomized","virtualinvoke $r4.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer17813, $r11, $r5)","https://github.com/btcontract/lnwallet"
"170","com.lightning.walletapp_159.apk","IncompleteOperationError","co.infinum.goldfinger.Goldfinger$Builder","co.infinum.goldfinger.Goldfinger buildMarshmallowInstance()","violating CrySL rule for java.security.KeyStore (on Object #f3c76cdb92f698e31c2ad97dbf85fe7dcbbb5cd02cb3bd52364aeaaf0a3b46c0)","Operation on object of type java.security.KeyStore object not completed. Expected call to load","specialinvoke $r7.<co.infinum.goldfinger.CryptoFactory$Default: void <init>(android.content.Context)>($r1)","https://github.com/btcontract/lnwallet"
"171","com.lightning.walletapp_159.apk","RequiredPredicateError","co.infinum.goldfinger.CryptoFactory$Default","javax.crypto.Cipher createCipher(java.lang.String,co.infinum.goldfinger.Mode,java.security.Key)","violating CrySL rule for javax.crypto.Cipher ","Third parameter was not properly generated as prepared G C M","virtualinvoke $r6.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>($i0, $r3, $r9)","https://github.com/btcontract/lnwallet"
"172","com.lightning.walletapp_159.apk","RequiredPredicateError","co.infinum.goldfinger.CryptoFactory$Default","javax.crypto.Cipher createCipher(java.lang.String,co.infinum.goldfinger.Mode,java.security.Key)","violating CrySL rule for javax.crypto.Cipher ","Third parameter was not properly generated as prepared I V","virtualinvoke $r6.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>($i0, $r3, $r9)","https://github.com/btcontract/lnwallet"
"173","com.lightning.walletapp_159.apk","RequiredPredicateError","com.lightning.walletapp.helper.AES$","javax.crypto.Cipher cipher(byte[],byte[],int)","violating CrySL rule for javax.crypto.Cipher ","Second parameter was not properly generated as generated Key","virtualinvoke $r5.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>($i0, $r4, r3)","https://github.com/btcontract/lnwallet"
"174","com.lightning.walletapp_159.apk","IncompleteOperationError","co.infinum.goldfinger.Goldfinger$Builder","co.infinum.goldfinger.Goldfinger buildMarshmallowInstance()","violating CrySL rule for javax.crypto.KeyGenerator (on Object #b3442e1da9d7e2205aacd22f76e9b8dc4b89df1480384a75b7f13e7e3fe2b750)","Operation on object of type javax.crypto.KeyGenerator object not completed. Expected call to generateKey, init","specialinvoke $r7.<co.infinum.goldfinger.CryptoFactory$Default: void <init>(android.content.Context)>($r1)","https://github.com/btcontract/lnwallet"
"175","com.lightning.walletapp_159.apk","RequiredPredicateError","com.lightning.walletapp.helper.AES$","javax.crypto.Cipher cipher(byte[],byte[],int)","violating CrySL rule for javax.crypto.spec.IvParameterSpec ","First parameter was not properly generated as randomized","specialinvoke r3.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r2)","https://github.com/btcontract/lnwallet"
"176","com.lightning.walletapp_159.apk","RequiredPredicateError","com.lightning.walletapp.helper.AES$","javax.crypto.Cipher cipher(byte[],byte[],int)","violating CrySL rule for javax.crypto.spec.SecretKeySpec ","First parameter was not properly generated as prepared Key Material","specialinvoke $r4.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r1, varReplacer20664)","https://github.com/btcontract/lnwallet"
"177","com.lightning.walletapp_159.apk","ConstraintError","co.infinum.goldfinger.CryptoFactory$Default","void <init>(android.content.Context)","violating CrySL rule for java.security.KeyStore (on Object #f3c76cdb92f698e31c2ad97dbf85fe7dcbbb5cd02cb3bd52364aeaaf0a3b46c0)","First parameter (with value ""AndroidKeyStore"") should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12}","$r4 = staticinvoke <java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String)>(varReplacer27524)","https://github.com/btcontract/lnwallet"
"178","com.lightning.walletapp_159.apk","RequiredPredicateError","com.github.kevinsawicki.http.HttpRequest","javax.net.ssl.SSLSocketFactory getTrustedFactory()","violating CrySL rule for javax.net.ssl.SSLContext ","First parameter was not properly generated as generated Key Managers","virtualinvoke $r4.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer17813, $r11, $r5)","https://github.com/btcontract/lnwallet"
"179","com.lightning.walletapp_159.apk","IncompleteOperationError","com.lightning.walletapp.ln.Tools$","void <clinit>()","violating CrySL rule for java.security.SecureRandom (on Object #87dcbb2093a114f348843703c1e518bd07d794ef835c987c9d85d7480d7e6dbc)","Operation on object of type com.lightning.walletapp.ln.crypto.RandomGenerator object not completed. Expected call to getInstanceStrong, java.security.SecureRandom: void init(byte[]), java.security.SecureRandom: void init(), getInstance","specialinvoke $r0.<com.lightning.walletapp.ln.Tools$: void <init>()>()","https://github.com/btcontract/lnwallet"
"180","com.lightning.walletapp_159.apk","ConstraintError","com.github.kevinsawicki.http.HttpRequest","javax.net.ssl.SSLSocketFactory getTrustedFactory()","violating CrySL rule for javax.net.ssl.SSLContext (on Object #4e83461eae8d7cf38049e5dd10b70d343135e16e97740ddaaec33def306fea6d)","First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r4 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer17815)","https://github.com/btcontract/lnwallet"
"181","com.lightning.walletapp_159.apk","ForbiddenMethodError","co.infinum.goldfinger.CryptoFactory$Default","javax.crypto.Cipher createCipher(java.lang.String,co.infinum.goldfinger.Mode,java.security.Key)","violating CrySL rule for javax.crypto.Cipher ","Detected call to forbidden method void init(int,java.security.Key) of class javax.crypto.Cipher. Instead, call method <javax.crypto.Cipher: void init(int,java.security.Key)>.","virtualinvoke $r6.<javax.crypto.Cipher: void init(int,java.security.Key)>($i0, $r3)","https://github.com/btcontract/lnwallet"
"182","com.lightning.walletapp_159.apk","RequiredPredicateError","co.infinum.goldfinger.CryptoFactory$Default","javax.crypto.Cipher createCipher(java.lang.String,co.infinum.goldfinger.Mode,java.security.Key)","violating CrySL rule for javax.crypto.Cipher ","Third parameter was not properly generated as prepared O A E P","virtualinvoke $r6.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>($i0, $r3, $r9)","https://github.com/btcontract/lnwallet"
